"X.Intercept." "wordfish" "wordrose" "wordwater"
"1" 0.295453034266486 1.01662771544852 -0.541258164848918 -0.0972473246260412
"2" -0.644969650998402 -0.213342338128256 0.818752769739981 0.760315275709171
"3" 0.565810946420905 -0.125235836300609 -1.41977958267952 -0.669974675275458
"4" -0.731707020063056 0.433155579788365 1.64954132897885 0.627929167593015
"5" 0.423388726415678 -0.2842612066327 -0.509473915668742 -0.563014942984825
"6" 0.367638762862589 -0.197541873659597 -0.0986308484283833 -0.355638364010217
"7" 0.468385295068923 0.292367643555671 -0.877319611033116 -0.302009548028656
"8" 0.0632074463925365 -0.156403322362723 0.0244321048397812 0.159932828122715
"9" 0.00444989636068282 -0.0280548115871261 -0.145998913110338 0.0270397526824505
"10" 0.264275868423261 -0.0468277629912667 -0.486707404369752 -0.267219452134113
"11" 1.04050434668827 -0.000726799883687471 -0.990049927954001 -0.652636820361656
"12" 0.136112818124534 -0.220255793833919 -0.680475462044326 -0.258313097118287
"13" 0.494710554576039 -0.168990577561267 -0.619786699105261 -0.500771871008163
"14" 1.12063951674949 -0.150286907229471 -1.96090031983268 -1.17650561553804
"15" -0.407781048798491 -0.336119218672106 0.642693642726193 0.567725245383744
"16" 0.455886352287973 -0.205580402890296 -0.551978109383744 -0.289965217015077
"17" 0.26346718332682 -0.342577910459076 -0.529824826497538 -0.383805988958654
"18" 0.177211172908197 0.345800073424156 -1.20154287108068 -0.256212100695378
"19" 0.683010073352118 -0.114081940733562 -1.48484179580119 -0.897281373841805
"20" -0.644813531537958 0.500728985654196 1.26897062417244 0.629007120061277
"21" -0.450798428725068 0.113097389236199 0.268848295195357 0.371172890236588
"22" -0.823048577663347 -0.267829364374361 1.74925386992456 0.778673208476893
"23" 0.0271778276011889 0.406435633311101 -0.280951782917427 -0.0567569711243375
"24" -0.180743468202931 0.0308668362843157 0.118528435778221 0.00516129262681159
"25" 0.545492259280365 0.0670560560905364 -1.21049515775378 -0.427856991198586
"26" 0.13309282287316 -0.221347141960012 -0.68351073914897 -0.306037042640677
"27" 0.487210795773128 0.359998182215534 -1.03310096324645 -0.376550554663181
"28" -0.911115267068094 -0.2367315182495 1.8860704600258 0.839319896732659
"29" -0.147647481459327 -0.170637345692416 0.388102226692509 0.0388000083994653
"30" -0.100218370578196 -0.0668385922851176 0.0990662812690021 0.131603917837779
"31" -0.534520019205069 0.404399731970846 1.2350653628046 0.554670843348345
"32" -0.720907612504409 -0.0547623965891411 1.333211116989 0.671238489518721
"33" -0.188392228307603 -0.377008181782693 0.721953870840727 0.313724275665325
"34" -0.796755235367617 -0.203609653914385 1.50144229894537 0.690609087894828
"35" -0.406854083287036 -0.20352088095802 1.15838072802274 0.438286441858835
"36" -0.245385130504644 -0.155036269405429 0.211185603762635 0.157446808717966
"37" 0.187021422327349 0.426673532557686 -0.297747969439269 -0.215599314267669
"38" -0.26848996780846 0.150400688598996 0.528876043635634 0.290740714623927
